label,aapp,acab,acty,aggp,amas,amph,anab,anim,anst,antb,arch,bacs,bact,bdsu,bdsy,bhvr,biof,bird,blor,bmod,bodm,bpoc,bsoj,celc,celf,cell,cgab,chem,chvf,chvs,clas,clna,clnd,cnce,comd,crbs,diap,dora,drdd,dsyn,edac,eehu,elii,emod,emst,enty,enzy,euka,evnt,famg,ffas,fish,fndg,fngs,food,ftcn,genf,geoa,gngm,gora,grpa,grup,hcpp,hcro,hlcs,hops,horm,humn,idcn,imft,inbe,inch,inpo,inpr,irda,lang,lbpr,lbtr,mamm,mbrt,mcha,medd,menp,mnob,mobd,moft,mosq,neop,nnon,npop,nusq,ocac,ocdi,orch,orga,orgf,orgm,orgt,ortf,patf,phob,phpr,phsf,phsu,plnt,podg,popg,prog,pros,qlco,qnco,rcpt,rept,resa,resd,rnlw,sbst,shro,socb,sosy,spco,tisu,tmco,topp,virs,vita,vtbt
Fake,9,0,18,1,1,0,0,1,1,0,0,5,0,1,0,0,0,0,2,2,0,9,0,1,0,1,0,0,0,0,1,2,0,8,0,0,0,5,0,8,0,0,1,0,0,2,2,1,2,4,0,0,29,0,1,33,3,16,7,1,2,1,1,5,0,0,0,4,14,3,1,0,1,14,2,0,1,0,3,1,1,9,9,30,0,1,0,1,1,2,2,2,2,6,2,5,0,10,0,3,1,5,0,7,0,1,9,8,0,47,32,2,0,2,0,0,4,0,5,5,14,0,25,3,6,2,0
Fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fake,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,1,1,0,0,0,1,0,0,0,0,0,12,0,1,12,0,2,4,1,0,0,0,4,0,2,0,2,8,2,0,0,1,7,0,0,0,0,0,0,0,1,6,8,1,0,0,1,0,1,0,2,2,1,0,5,0,3,0,0,0,2,0,4,0,1,4,3,0,10,6,0,0,2,0,1,0,0,7,2,6,0,12,1,0,0,0
fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fake,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
fake,3,0,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,6,0,0,1,0,0,0,1,0,2,1,0,0,17,0,0,20,0,3,3,0,0,0,1,2,0,0,0,0,7,2,0,0,0,8,0,0,4,0,1,2,0,1,5,2,3,0,0,0,2,1,1,2,0,0,3,2,1,1,0,0,0,1,0,2,0,1,4,1,0,35,22,0,0,2,0,0,2,0,0,2,7,0,6,2,3,0,0
fake,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1,0,8,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,16,0,8,4,3,0,0,0,2,0,0,0,0,12,0,0,0,1,6,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,1,0,2,1,2,1,2,0,2,0,0,0,1,0,2,0,0,1,4,0,23,20,0,0,0,0,0,0,0,0,1,1,0,13,1,2,0,0
fake,2,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,2,0,0,1,1,0,1,0,0,6,0,0,0,1,0,8,0,0,1,0,0,1,0,3,1,0,0,1,14,0,0,28,1,26,5,1,1,0,0,0,0,2,0,2,21,3,3,0,1,15,0,0,0,0,2,0,0,0,9,13,3,0,0,1,0,0,0,1,2,0,3,3,3,4,0,1,1,3,0,1,0,0,13,6,0,39,22,0,0,1,0,0,2,0,4,1,13,0,23,3,5,0,0
fake,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
