persons,norps,facs,orgs,gpes,products,events,arts,laws,langs,dates,times,percents,moneys,ords,cards,quants,location,label_fake
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,4,0,11,13,0,0,0,0,0,5,2,0,0,0,4,0,1,1
2,1,0,3,7,0,0,0,0,0,10,3,0,1,5,7,1,0,0
16,27,2,25,32,1,0,1,0,0,3,1,0,0,1,12,0,3,1
6,12,0,22,76,0,4,0,0,0,15,0,0,1,2,21,0,7,1
5,8,0,26,31,0,0,0,0,0,6,0,0,0,0,4,0,1,1
5,2,0,9,4,0,0,0,0,0,3,0,0,0,1,3,1,0,0
18,8,0,18,13,0,1,0,0,0,5,1,0,0,2,7,0,2,1
7,5,0,8,8,0,0,0,0,0,8,0,0,0,1,6,0,1,1
32,11,2,59,43,1,3,2,1,0,39,1,0,3,6,31,0,1,1
6,11,0,9,31,0,0,0,0,0,1,0,0,0,0,6,0,3,1
10,14,0,16,15,0,0,0,0,0,13,2,4,0,2,8,0,3,0
1,10,0,7,11,0,0,0,0,0,2,0,0,0,0,3,1,1,1
0,11,0,4,1,1,1,1,0,0,6,0,0,0,1,9,0,3,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,6,0,17,1,0,0,2,0,0,7,0,0,0,1,3,0,0,1
10,1,2,6,4,0,0,0,0,0,0,0,0,0,2,4,0,1,1
3,0,0,12,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8,2,0,5,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0
2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
8,4,0,13,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
12,24,0,26,43,0,2,0,0,0,10,0,0,1,4,16,2,1,1
10,9,0,3,8,0,0,1,0,0,2,0,0,0,0,0,0,0,1
12,24,1,19,42,0,0,0,0,1,6,0,0,0,3,3,1,17,1
3,16,0,16,34,0,1,0,0,0,12,0,0,0,3,3,0,4,1
21,20,2,29,77,0,2,0,2,0,14,0,0,0,1,4,0,6,1
6,5,2,22,11,1,0,1,1,0,10,0,0,0,0,3,0,4,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,1,0,2,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,1,0,9,10,0,0,0,0,0,8,0,0,0,0,3,0,4,1
0,5,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2,17,2,21,20,0,0,0,1,0,10,0,0,0,1,6,1,1,1
4,1,0,5,3,0,0,0,0,0,3,0,0,0,4,9,0,2,0
5,9,1,25,14,0,0,0,0,0,10,0,0,0,1,5,0,0,0
16,5,0,26,22,0,0,0,0,0,8,1,3,0,1,15,0,2,0
1,5,0,8,4,0,0,0,0,0,4,0,0,0,1,5,0,0,1
5,3,0,10,10,0,0,0,0,0,10,0,0,0,0,3,1,0,1
13,0,0,20,32,6,0,2,8,0,11,0,0,1,2,57,1,0,1
6,10,0,12,11,0,1,0,0,0,3,0,0,0,4,3,1,0,1
0,1,0,3,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1
42,18,6,97,43,0,2,3,2,0,46,0,0,1,6,25,0,2,1
1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2,0,0,6,5,0,0,0,0,0,2,3,0,0,0,11,0,0,0
3,1,0,5,10,0,0,0,0,0,13,1,0,0,1,4,1,0,0
1,0,0,7,4,0,0,0,0,0,2,3,0,0,0,10,0,0,0
4,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
12,10,0,38,18,0,1,0,2,0,24,0,0,0,6,21,0,1,1
10,5,0,19,16,0,1,0,0,0,11,0,0,1,5,24,0,2,1
11,0,0,14,4,1,0,0,0,0,3,0,0,0,0,3,0,2,1
3,0,0,8,0,0,0,0,0,0,6,1,0,0,1,3,4,1,0
5,0,0,5,0,0,0,0,0,0,10,1,0,0,2,4,1,1,0
1,1,0,6,0,0,0,0,0,0,2,0,0,0,1,2,3,0,0
2,3,0,14,3,0,0,0,0,0,6,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,5,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1
7,0,2,26,4,1,0,1,0,0,10,1,0,0,1,5,0,0,0
1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,3,6,0,1,0,0,0,9,0,0,0,0,0,0,1,0
2,3,0,14,3,0,0,0,0,0,6,0,0,0,1,1,0,0,0
11,10,0,16,24,0,0,0,0,0,11,0,0,1,1,7,0,4,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2,0,15,0,0,0,0,0,0,8,1,0,0,1,2,1,0,0
1,0,1,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1
2,0,0,3,1,0,0,0,0,0,3,1,0,0,2,6,0,0,0
3,3,0,3,6,0,0,1,0,0,12,1,0,0,1,0,1,1,0
0,0,0,7,0,0,0,0,0,0,3,7,0,0,0,3,1,0,0
16,14,3,13,15,0,0,1,0,0,10,1,0,0,2,14,0,1,1
7,5,0,11,11,0,0,0,0,0,4,0,0,1,3,4,0,0,1
5,0,0,8,4,0,0,2,0,0,9,0,1,0,0,17,2,3,0
25,2,0,38,23,1,0,1,0,0,17,2,8,1,2,22,4,2,0
0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
0,0,0,5,8,0,0,0,0,0,7,0,0,0,3,14,0,0,1
1,0,0,1,6,0,0,0,0,0,6,0,0,0,0,13,0,0,1
3,3,0,8,14,0,0,2,0,0,4,0,0,0,3,52,0,1,1
3,2,0,11,13,0,0,1,0,0,7,0,0,0,4,37,0,1,1
1,1,0,10,9,0,0,0,0,0,7,0,0,0,5,19,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15,7,0,45,22,0,0,1,0,1,37,4,0,0,5,18,2,1,0
5,2,0,16,1,0,0,1,0,0,8,0,0,0,1,7,0,0,1
0,1,0,10,9,0,0,0,0,0,7,0,0,0,5,18,0,0,1
2,3,0,4,11,0,0,0,0,1,4,0,0,0,3,25,0,1,1
19,5,0,11,3,0,0,0,0,0,4,0,0,1,0,9,0,0,1
14,1,0,6,1,0,0,0,0,0,1,0,0,0,0,6,0,4,1
8,1,0,0,2,0,0,0,2,0,3,0,0,1,0,7,0,0,1
10,0,0,9,4,0,0,0,0,0,1,0,0,0,0,13,0,0,1
11,0,0,14,4,1,0,0,0,0,3,0,0,0,0,3,0,2,1
24,12,1,28,6,1,0,1,0,0,6,0,0,3,1,32,0,4,1
9,4,0,11,6,0,0,1,0,0,12,0,0,0,2,10,0,2,1
20,3,0,39,6,1,0,2,0,0,10,0,0,0,1,11,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
17,0,0,35,8,0,1,1,0,0,5,4,0,0,1,6,0,0,1
3,3,0,11,7,0,1,0,0,0,8,0,0,0,1,6,0,0,1
6,4,0,5,5,0,0,0,0,0,3,0,0,0,0,7,0,0,1
2,0,0,7,3,0,0,0,0,0,7,0,0,0,2,5,0,0,1
0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,1,0,1
5,3,0,8,7,0,0,0,0,0,4,0,0,0,4,1,0,0,1
1,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1
16,2,0,18,9,0,1,2,0,0,24,6,0,1,1,30,8,1,1
5,3,0,11,4,0,0,0,0,0,3,0,0,0,2,2,3,1,1
7,0,0,8,0,0,0,0,0,0,8,1,0,1,0,9,0,0,1
2,1,1,3,4,0,0,0,0,2,7,0,0,0,0,6,0,1,1
13,1,0,35,5,4,0,1,0,0,11,2,0,0,0,27,0,1,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,0,1,1,0,0,0,0,0,2,2,0,0,0,4,3,0,0
0,0,0,3,1,0,0,0,0,0,4,4,0,0,2,7,1,0,0
4,1,0,5,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,2,7,0,1,0,0,0,3,0,0,0,0,12,0,0,1
2,3,0,8,17,1,0,0,0,0,2,0,0,0,0,27,0,7,1
3,4,0,12,6,0,0,1,0,0,4,0,0,0,0,48,0,0,1
9,1,0,16,4,2,0,1,0,0,5,5,0,0,2,8,0,0,1
8,1,1,15,3,0,0,0,0,0,9,3,0,1,0,11,1,0,1
7,3,0,14,1,0,0,0,0,0,3,0,0,0,0,15,0,0,1
2,0,0,7,1,0,0,1,0,0,6,0,0,0,1,4,0,0,1
2,1,0,4,6,0,0,0,0,0,1,0,0,0,0,5,0,0,1
10,2,0,7,6,2,1,1,0,0,11,3,0,1,2,8,0,1,1
16,6,1,20,26,0,1,1,0,0,18,9,0,0,8,21,2,2,1
3,1,0,2,1,1,0,0,0,0,2,0,0,0,0,3,0,0,1
0,0,0,3,4,0,0,0,0,0,5,0,0,0,1,6,0,0,1
2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,6,0,0,1
3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,1,1
5,4,1,8,7,2,1,1,0,0,6,0,0,0,1,27,0,0,1
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3,1,0,8,4,0,0,0,0,0,3,2,0,0,2,20,3,0,1
0,1,0,2,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1
2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1
6,18,0,17,10,1,0,0,0,0,13,0,0,2,0,16,0,0,1
7,3,0,1,0,1,0,1,0,0,5,0,0,0,0,1,0,0,1
3,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1
3,2,0,10,7,0,0,3,0,0,4,1,0,1,1,3,0,5,1
1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1
8,7,0,47,10,1,1,0,2,0,20,0,0,1,4,13,0,0,1
7,5,1,55,13,0,0,0,0,0,11,1,0,1,3,12,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
11,1,2,28,4,1,0,2,2,0,19,1,0,0,0,16,0,1,1
45,14,1,19,38,2,1,2,0,0,33,4,0,1,3,20,6,5,1
5,5,0,15,53,0,2,1,0,0,11,2,1,0,4,47,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,5,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
5,1,1,9,15,0,0,0,0,0,15,2,0,0,1,5,0,1,0
0,1,0,2,3,0,0,0,0,0,3,0,0,1,1,1,0,0,0
0,4,0,1,1,0,0,0,0,0,4,0,0,4,1,3,0,0,0
0,3,0,0,11,0,0,0,0,0,14,0,0,0,2,7,0,2,0
0,1,0,1,1,0,0,0,0,0,4,0,0,0,2,2,0,0,0
1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,3,1,2,8,0,0,0,0,0,9,0,0,0,1,2,0,0,0
4,1,0,6,3,0,0,0,0,0,3,0,0,0,0,8,1,0,1
43,23,13,98,36,4,2,4,0,0,34,0,2,3,0,23,0,2,1
1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,9,0,0,0,0,1,0,3,7,0,0,0,7,3,1,1
1,0,0,9,0,0,0,0,1,0,3,7,0,0,0,7,3,1,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,5,1,0,1
2,0,0,5,0,0,0,0,0,0,3,3,0,0,1,3,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,2,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,5,0,13,3,0,0,0,2,0,8,0,0,0,1,5,0,1,1
0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16,16,0,17,22,2,1,1,1,0,6,1,1,0,3,16,1,2,1
3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1
12,34,4,70,94,1,0,2,2,0,17,0,0,2,6,35,1,5,1
25,8,1,38,15,1,3,3,5,0,19,0,0,0,4,21,0,2,1
14,8,0,27,8,7,0,4,0,0,20,1,0,1,1,14,1,3,1
12,0,0,12,2,0,1,0,0,0,5,0,0,0,1,12,0,0,1
7,8,0,7,8,1,0,0,0,0,4,0,0,0,1,6,0,0,1
6,3,0,13,4,0,3,2,1,0,9,0,1,0,5,6,0,0,1
6,18,1,13,26,1,0,0,0,0,9,0,0,0,0,12,0,1,1
6,9,1,26,51,0,3,1,0,0,15,0,0,2,0,7,0,5,1
1,1,0,12,8,0,0,0,0,0,3,2,0,0,0,3,0,0,0
13,1,0,15,7,3,0,0,2,0,4,0,0,0,3,14,0,0,0
5,5,0,9,12,0,0,0,0,0,4,0,0,1,3,4,0,0,1
5,2,0,9,4,0,0,0,0,0,3,0,0,0,1,3,1,0,0
3,0,1,6,3,0,0,0,0,0,5,0,0,1,0,1,0,0,1
12,2,0,20,15,0,0,0,0,0,9,0,0,1,1,9,0,1,1
16,3,0,33,9,0,0,2,0,0,13,0,0,1,4,10,0,0,1
17,1,0,11,9,0,0,0,0,0,15,1,0,1,3,17,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1
8,6,0,3,7,0,0,4,0,0,2,0,0,0,0,1,0,0,1
7,2,0,2,4,0,0,2,0,0,5,0,0,0,2,0,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,7,0,4,5,0,0,0,0,0,7,0,3,0,2,5,0,0,1
7,3,0,6,8,0,0,1,0,0,5,0,0,2,0,3,0,0,1
8,5,0,13,23,1,0,1,1,2,12,0,0,0,1,7,0,0,1
31,6,1,58,14,0,0,1,0,0,24,0,0,0,3,28,0,1,1
2,0,0,4,1,0,0,0,0,0,2,0,0,0,1,7,0,1,1
6,1,0,3,2,1,0,0,0,0,2,0,0,0,1,6,0,0,1
1,0,0,11,7,0,0,0,0,0,2,0,0,0,0,13,0,1,1
8,2,0,8,2,0,0,1,0,0,0,0,0,0,2,41,1,1,1
1,0,0,3,4,0,0,0,0,0,1,0,2,0,1,15,0,3,1
7,1,4,14,14,0,0,0,1,0,2,0,0,0,0,18,1,1,1
0,7,0,8,11,0,0,1,0,0,2,0,0,0,1,6,0,0,1
5,6,1,17,12,1,0,0,0,0,4,0,0,0,2,2,0,0,1
8,2,0,15,6,1,0,0,0,0,11,0,0,0,4,9,1,0,1
10,3,0,14,4,0,1,1,0,0,3,0,0,0,2,4,0,1,1
7,2,0,8,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1
11,2,0,6,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
4,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1
4,2,0,15,18,0,0,2,0,0,7,0,0,0,2,5,0,0,1
4,0,0,7,14,0,0,2,0,0,6,0,0,0,2,2,0,0,1
22,2,1,43,11,0,0,2,0,0,24,1,0,2,2,9,0,0,0
9,9,0,33,12,0,0,0,1,0,5,0,0,0,0,2,0,0,1
7,2,0,8,5,0,0,0,0,0,5,2,0,1,0,2,0,0,1
5,2,0,16,17,0,0,2,0,0,7,0,0,0,1,5,0,0,1
2,0,0,6,2,0,0,0,0,0,12,0,0,0,3,7,0,0,1
8,2,2,8,7,0,0,0,0,0,5,0,0,0,1,1,0,0,1
5,7,0,5,4,0,1,0,0,0,4,0,0,0,0,8,0,0,1
6,16,0,21,7,1,1,0,0,0,10,0,0,2,0,17,0,0,1
8,2,0,7,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1
7,2,0,7,8,0,1,0,0,0,1,0,0,0,0,2,0,0,1
11,4,0,5,7,0,0,0,0,0,1,0,0,1,0,2,0,0,1
15,5,0,11,13,0,0,0,0,0,2,0,8,0,0,7,0,0,1
6,3,0,13,4,0,0,0,0,0,3,0,0,0,0,6,0,0,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,1,1,0,1,0,0,4,0,0,0,3,7,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,0,1
5,0,0,22,4,0,0,0,0,0,4,2,0,0,3,13,2,0,0
0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,1,0,13,0,0,0,0,0,0,2,1,0,0,0,3,1,0,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,2,0,1,1,0,2,0,0,0,5,0,0,0,0,2,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,0,0,0,0,0,3,0,1,0,0,16,2,0,0
2,1,0,1,4,0,0,0,0,0,2,0,6,0,1,10,0,0,0
1,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,1,0,4,14,0,1,0,0,0,5,0,0,0,2,5,0,3,0
2,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,1,0,3,3,0,0,0,0,0,7,0,0,0,1,2,0,0,0
5,2,0,9,3,0,0,0,0,0,1,1,0,0,0,1,0,2,0
9,2,0,10,7,1,0,0,0,0,7,0,0,0,0,5,0,1,0
8,3,0,9,2,0,0,0,0,0,1,1,0,0,0,3,2,0,0
5,0,3,7,5,0,0,0,0,0,3,0,0,0,0,3,1,2,0
8,0,0,21,15,0,0,0,0,0,11,0,8,0,0,12,1,1,0
3,0,0,4,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0
0,1,1,7,1,1,0,0,0,0,8,4,1,0,0,12,0,1,0
0,0,0,4,0,0,0,0,0,0,4,4,0,0,2,7,1,0,0
0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,5,1,0,0
4,2,0,3,0,0,0,0,0,0,2,3,0,0,3,7,2,1,0
2,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,7,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0
2,1,0,6,2,0,0,0,0,0,3,0,1,0,1,1,0,0,0
2,0,0,4,2,0,0,0,0,0,2,2,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
2,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,0,0,12,4,0,0,1,0,0,4,1,1,0,0,4,2,0,0
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,0,2,1,0,0,0,3,0,5,0
0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0
1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,1,4,3,0,0,0,0,0,3,0,0,0,1,1,0,0,0
13,1,0,10,8,0,0,0,0,0,13,0,4,0,2,11,0,1,0
